TimeKey	Id	BR_Code	sale
20141116	1	2	858
20141117	1	2	520
20141118	1	2	425
20141119	1	2	607
20141120	1	2	221
20141121	1	2	791
20141122	1	2	811
20141123	1	2	344
20141124	1	2	886
20141125	1	2	964
20141126	1	2	832
20141127	1	2	240
20141128	1	2	914
20141129	1	2	485
20141130	1	2	544
20141201	1	2	253
20141202	1	2	958
20141203	1	2	722
20141204	1	2	920
20141205	1	2	862
20141206	1	2	176
20141207	1	2	549
20141208	1	2	542
20141209	1	2	793
20141210	1	2	731
20141211	1	2	240
20141212	1	2	233
20141213	1	2	983
20141214	1	2	914
20141215	1	2	754
20141216	1	2	309
20141217	1	2	185
20141218	1	2	515
20141219	1	2	894
20141220	1	2	128
20141221	1	2	292
20141222	1	2	847
20141223	1	2	485
20141224	1	2	846
20141225	1	2	810
20141226	1	2	768
20141227	1	2	430
20141228	1	2	11
20141229	1	2	822
20141230	1	2	746
20141231	1	2	149
20150101	1	2	282
19050623	1	3	242
20090321	1	3	762
20090322	1	3	126
20090323	1	3	64
20090324	1	3	321
20090325	1	3	650
20090326	1	3	633
20090327	1	3	736
20090328	1	3	849
20090329	1	3	274
20090330	1	3	16
20090331	1	3	644
20090401	1	3	365
20090402	1	3	586
20090403	1	3	995
20090404	1	3	690
20090405	1	3	183
20090406	1	3	597
20090407	1	3	837
20090408	1	3	349
20090409	1	3	321
20090410	1	3	512
20090411	1	3	491
20090412	1	3	545
20090413	1	3	271
20090414	1	3	597
20090415	1	3	17
20090416	1	3	333
20090417	1	3	356
20090418	1	3	882
20090419	1	3	834
20090420	1	3	209
20090421	1	3	39
20090422	1	3	485
20090423	1	3	619
20090424	1	3	526
20090425	1	3	252
20090426	1	3	110
20090427	1	3	829
20090428	1	3	980
20090429	1	3	198
20090430	1	3	456
20090501	1	3	193
20090502	1	3	931
20090503	1	3	836
20090504	1	3	474
20090505	1	3	231
20090506	1	3	937
20090507	1	3	342
20090508	1	3	626
20090509	1	3	847
20090510	1	3	84
20090511	1	3	537
20090512	1	3	589
20090513	1	3	722
20090514	1	3	872
20090515	1	3	622
20090516	1	3	729
20090517	1	3	78
20090518	1	3	60
20090519	1	3	796
20090520	1	3	194
20090521	1	3	202
20090522	1	3	139
20090523	1	3	85
20090524	1	3	55
20090525	1	3	575
20090526	1	3	226
20090527	1	3	145
20090528	1	3	548
20090529	1	3	643
20090530	1	3	760
20090531	1	3	686
20090601	1	3	96
20090602	1	3	110
20090603	1	3	360
20090604	1	3	732
20090605	1	3	287
20090606	1	3	45
20090607	1	3	383
20090608	1	3	220
20090609	1	3	686
20090610	1	3	292
20090611	1	3	908
20090612	1	3	307
20090613	1	3	853
20090614	1	3	293
20090615	1	3	300
20090616	1	3	134
20090617	1	3	977
20090618	1	3	917
20090619	1	3	519
20090620	1	3	848
20090621	1	3	776
20090622	1	3	186
20090623	1	3	393
20090624	1	3	421
20090625	1	3	472
20090626	1	3	736
20090627	1	3	859
20090628	1	3	317
20090629	1	3	606
20090630	1	3	127
20090701	1	3	262
20090702	1	3	18
20090703	1	3	503
20090704	1	3	39
20090705	1	3	543
20090706	1	3	533
20090707	1	3	368
20090708	1	3	444
20090709	1	3	952
20090710	1	3	864
20090711	1	3	203
20090712	1	3	690
20090713	1	3	745
20090714	1	3	887
20090715	1	3	376
20090716	1	3	354
20090717	1	3	30
20090718	1	3	367
20090719	1	3	912
20090720	1	3	367
20090721	1	3	467
20090722	1	3	55
20090723	1	3	439
20090724	1	3	520
20090725	1	3	551
20090726	1	3	769
20090727	1	3	429
20090728	1	3	360
20090729	1	3	911
20090730	1	3	711
20090731	1	3	440
20090801	1	3	734
20090802	1	3	346
20090803	1	3	880
20090804	1	3	938
20090805	1	3	747
20090806	1	3	447
20090807	1	3	336
20090808	1	3	120
20090809	1	3	215
20090810	1	3	820
20090811	1	3	720
20090812	1	3	767
20090813	1	3	719
20090814	1	3	994
20090815	1	3	414
20090816	1	3	761
20090817	1	3	938
20090818	1	3	516
20090819	1	3	649
20090820	1	3	903
20090821	1	3	142
20090822	1	3	516
20090823	1	3	345
20090824	1	3	401
20090825	1	3	472
20090826	1	3	773
20090827	1	3	345
20090828	1	3	174
20090829	1	3	391
20090830	1	3	118
20090831	1	3	960
20090901	1	3	846
20090902	1	3	253
20090903	1	3	103
20090904	1	3	457
20090905	1	3	655
20090906	1	3	533
20090907	1	3	258
20090908	1	3	191
20090909	1	3	54
20090910	1	3	847
20090911	1	3	816
20090912	1	3	186
20090913	1	3	740
20090914	1	3	638
20090915	1	3	442
20090916	1	3	601
20090917	1	3	699
20090918	1	3	31
20090919	1	3	112
20090920	1	3	580
20090921	1	3	361
20090922	1	3	555
20090923	1	3	362
20090924	1	3	27
20090925	1	3	635
20090926	1	3	129
20090927	1	3	304
20090928	1	3	695
20090929	1	3	247
20090930	1	3	572
20091001	1	3	668
20091002	1	3	423
20091003	1	3	557
20091004	1	3	436
20091005	1	3	731
20091006	1	3	980
20091007	1	3	848
20091008	1	3	190
20091009	1	3	685
20091010	1	3	138
20091011	1	3	156
20091012	1	3	454
20091013	1	3	514
20091014	1	3	576
20091015	1	3	45
20091016	1	3	200
20091017	1	3	931
20091018	1	3	934
20091019	1	3	363
20091020	1	3	919
20091021	1	3	731
20091022	1	3	223
20091023	1	3	121
20091024	1	3	412
20091025	1	3	764
20091026	1	3	225
20091027	1	3	937
20091028	1	3	173
20091029	1	3	525
20091030	1	3	900
20091031	1	3	74
20091101	1	3	684
20091102	1	3	273
20091103	1	3	405
20091104	1	3	645
20091105	1	3	223
20091106	1	3	743
20091107	1	3	591
20091108	1	3	578
20091109	1	3	871
20091110	1	3	877
20091111	1	3	910
20091112	1	3	760
20091113	1	3	291
20091114	1	3	668
20091115	1	3	459
20091116	1	3	7
20091117	1	3	9
20091118	1	3	389
20091119	1	3	255
20091120	1	3	535
20091121	1	3	805
20091122	1	3	663
20091123	1	3	542
20091124	1	3	10
20091125	1	3	159
20091126	1	3	170
20091127	1	3	93
20091128	1	3	589
20091129	1	3	930
20091130	1	3	106
20091201	1	3	877
20091202	1	3	437
20091203	1	3	844
20091204	1	3	965
20091205	1	3	366
20091206	1	3	60
20091207	1	3	163
20091208	1	3	459
20091209	1	3	647
20091210	1	3	218
20091211	1	3	849
20091212	1	3	50
20091213	1	3	151
20091214	1	3	411
20091215	1	3	631
20091216	1	3	546
20091217	1	3	412
20091218	1	3	103
20091219	1	3	702
20091220	1	3	49
20091221	1	3	674
20091222	1	3	812
20091223	1	3	865
20091224	1	3	66
20091225	1	3	93
20091226	1	3	535
20091227	1	3	765
20091228	1	3	962
20091229	1	3	529
20091230	1	3	688
20091231	1	3	756
20100101	1	3	998
20100102	1	3	266
20100103	1	3	961
20100104	1	3	493
20100105	1	3	753
20100106	1	3	359
20100107	1	3	528
20100108	1	3	321
20100109	1	3	12
20100110	1	3	988
20100111	1	3	586
20100112	1	3	147
20100113	1	3	338
20100114	1	3	468
20100115	1	3	589
20100116	1	3	196
20100117	1	3	358
20100118	1	3	508
20100119	1	3	258
20100120	1	3	997
20100121	1	3	713
20100122	1	3	867
20100123	1	3	181
20100124	1	3	492
20100125	1	3	913
20100126	1	3	981
20100127	1	3	443
20100128	1	3	541
20100129	1	3	557
20100130	1	3	907
20100131	1	3	285
20100201	1	3	947
20100202	1	3	194
20100203	1	3	744
20100204	1	3	357
20100205	1	3	916
20100206	1	3	176
20100207	1	3	211
20100208	1	3	310
20100209	1	3	777
20100210	1	3	747
20100211	1	3	787
20100212	1	3	913
20100213	1	3	564
20100214	1	3	911
20100215	1	3	434
20100216	1	3	433
20100217	1	3	966
20100218	1	3	785
20100219	1	3	766
20100220	1	3	179
20100221	1	3	453
20100222	1	3	220
20100223	1	3	410
20100224	1	3	754
20100225	1	3	229
20100226	1	3	949
20100227	1	3	163
20100228	1	3	706
20100301	1	3	554
20100302	1	3	153
20100303	1	3	675
20100304	1	3	479
20100305	1	3	808
20100306	1	3	697
20100307	1	3	220
20100308	1	3	992
20100309	1	3	973
20100310	1	3	880
20100311	1	3	736
20100312	1	3	383
20100313	1	3	374
20100314	1	3	230
20100315	1	3	266
20100316	1	3	648
20100317	1	3	95
20100318	1	3	576
20100319	1	3	194
20100320	1	3	77
20100321	1	3	119
20100322	1	3	693
20100323	1	3	626
20100324	1	3	327
20100325	1	3	427
20100326	1	3	505
20100327	1	3	865
20100328	1	3	785
20100329	1	3	277
20100330	1	3	931
20100331	1	3	681
20100401	1	3	257
20100402	1	3	981
20100403	1	3	800
20100404	1	3	990
20100405	1	3	109
20100406	1	3	941
20100407	1	3	781
20100408	1	3	362
20100409	1	3	362
20100410	1	3	191
20100411	1	3	182
20100412	1	3	626
20100413	1	3	525
20100414	1	3	307
20100415	1	3	48
20100416	1	3	769
20100417	1	3	855
20100418	1	3	88
20100419	1	3	639
20100420	1	3	355
20100421	1	3	637
20100422	1	3	413
20100423	1	3	479
20100424	1	3	298
20100425	1	3	480
20100426	1	3	880
20100427	1	3	245
20100428	1	3	288
20100429	1	3	45
20100430	1	3	936
20100501	1	3	418
20100502	1	3	548
20100503	1	3	50
20100504	1	3	497
20100505	1	3	457
20100506	1	3	98
20100507	1	3	192
20100508	1	3	983
20100509	1	3	371
20100510	1	3	952
20100511	1	3	530
20100512	1	3	561
20100513	1	3	810
20100514	1	3	918
20100515	1	3	979
20100516	1	3	683
20100517	1	3	379
20100518	1	3	841
20100519	1	3	331
20100520	1	3	666
20100521	1	3	546
20100522	1	3	817
20100523	1	3	987
20100524	1	3	629
20100525	1	3	177
20100526	1	3	18
20100527	1	3	475
20100528	1	3	599
20100529	1	3	162
20100530	1	3	674
20100531	1	3	486
20100601	1	3	108
20100602	1	3	80
20100603	1	3	454
20100604	1	3	400
20100605	1	3	620
20100606	1	3	934
20100607	1	3	295
20100608	1	3	997
20100609	1	3	237
20100610	1	3	987
20100611	1	3	666
20100612	1	3	324
20100613	1	3	573
20100614	1	3	319
20100615	1	3	713
20100616	1	3	387
20100617	1	3	77
20100618	1	3	264
20100619	1	3	708
20100620	1	3	484
20100621	1	3	184
20100622	1	3	667
20100623	1	3	221
20100624	1	3	961
20100625	1	3	97
20100626	1	3	330
20100627	1	3	605
20100628	1	3	219
20100629	1	3	798
20100630	1	3	508
20100701	1	3	829
20100702	1	3	517
20100703	1	3	748
20100704	1	3	817
20100705	1	3	7
20100706	1	3	692
20100707	1	3	531
20100708	1	3	291
20100709	1	3	186
20100710	1	3	910
20100711	1	3	977
20100712	1	3	123
20100713	1	3	458
20100714	1	3	8
20100715	1	3	320
20100716	1	3	366
20100717	1	3	16
20100718	1	3	767
20100719	1	3	848
20100720	1	3	83
20100721	1	3	534
20100722	1	3	410
20100723	1	3	187
20100724	1	3	63
20100725	1	3	735
20100726	1	3	183
20100727	1	3	898
20100728	1	3	836
20100729	1	3	301
20100730	1	3	113
20100731	1	3	171
20100801	1	3	414
20100802	1	3	517
20100803	1	3	985
20100804	1	3	269
20100805	1	3	454
20100806	1	3	943
20100807	1	3	626
20100808	1	3	796
20100809	1	3	827
20100810	1	3	683
20100811	1	3	913
20100812	1	3	242
20100813	1	3	58
20100814	1	3	267
20100815	1	3	370
20100816	1	3	463
20100817	1	3	185
20100818	1	3	406
20100819	1	3	561
20100820	1	3	671
20100821	1	3	547
20100822	1	3	880
20100823	1	3	740
20100824	1	3	914
20100825	1	3	754
20100826	1	3	584
20100827	1	3	519
20100828	1	3	488
20100829	1	3	316
20100830	1	3	909
20100831	1	3	563
20100901	1	3	502
20100902	1	3	33
20100903	1	3	43
20100904	1	3	188
20100905	1	3	954
20100906	1	3	679
20100907	1	3	836
20100908	1	3	535
20100909	1	3	932
20100910	1	3	561
20100911	1	3	301
20100912	1	3	472
20100913	1	3	721
20100914	1	3	649
20100915	1	3	291
20100916	1	3	66
20100917	1	3	922
20100918	1	3	348
20100919	1	3	879
20100920	1	3	6
20100921	1	3	331
20100922	1	3	625
20100923	1	3	114
20100924	1	3	774
20100925	1	3	35
20100926	1	3	485
20100927	1	3	831
20100928	1	3	636
20100929	1	3	963
20100930	1	3	358
20101001	1	3	133
20101002	1	3	405
20101003	1	3	503
20101004	1	3	117
20101005	1	3	718
20101006	1	3	818
20101007	1	3	906
20101008	1	3	187
20101009	1	3	933
20101010	1	3	58
20101011	1	3	374
20101012	1	3	447
20101013	1	3	910
20101014	1	3	178
20101015	1	3	876
20101016	1	3	95
20101017	1	3	479
20101018	1	3	90
20101019	1	3	528
20101020	1	3	459
20101021	1	3	501
20101022	1	3	663
20101023	1	3	610
20101024	1	3	146
20101025	1	3	597
20101026	1	3	410
20101027	1	3	882
20101028	1	3	534
20101029	1	3	570
20101030	1	3	222
20101031	1	3	824
20101101	1	3	851
20101102	1	3	774
20101103	1	3	191
20101104	1	3	751
20101105	1	3	729
20101106	1	3	187
20101107	1	3	262
20101108	1	3	829
20101109	1	3	817
20101110	1	3	860
20101111	1	3	447
20101112	1	3	289
20101113	1	3	610
20101114	1	3	788
20101115	1	3	346
20101116	1	3	806
20101117	1	3	323
20101118	1	3	75
20101119	1	3	567
20101120	1	3	745
20101121	1	3	142
20101122	1	3	301
20101123	1	3	20
20101124	1	3	397
20101125	1	3	634
20101126	1	3	176
20101127	1	3	60
20101128	1	3	561
20101129	1	3	236
20101130	1	3	736
20101201	1	3	763
20101202	1	3	880
20101203	1	3	219
20101204	1	3	164
20101205	1	3	365
20101206	1	3	941
20101207	1	3	197
20101208	1	3	50
20101209	1	3	772
20101210	1	3	160
20101211	1	3	479
20101212	1	3	648
20101213	1	3	731
20101214	1	3	479
20101215	1	3	214
20101216	1	3	128
20101217	1	3	176
20101218	1	3	116
20101219	1	3	625
20101220	1	3	146
20101221	1	3	374
20101222	1	3	955
20101223	1	3	496
20101224	1	3	977
20101225	1	3	695
20101226	1	3	604
20101227	1	3	471
20101228	1	3	85
20101229	1	3	834
20101230	1	3	366
20101231	1	3	509
20110101	1	3	271
20110102	1	3	745
20110103	1	3	63
20110104	1	3	634
20110105	1	3	738
20110106	1	3	486
20110107	1	3	359
20110108	1	3	240
20110109	1	3	254
20110110	1	3	756
20110111	1	3	516
20110112	1	3	378
20110113	1	3	133
20110114	1	3	977
20110115	1	3	116
20110116	1	3	150
20110117	1	3	474
20110118	1	3	840
20110119	1	3	561
20110120	1	3	644
20110121	1	3	357
20110122	1	3	123
20110123	1	3	952
20110124	1	3	364
20110125	1	3	163
20110126	1	3	877
20110127	1	3	234
20110128	1	3	211
20110129	1	3	741
20110130	1	3	914
20110131	1	3	309
20110201	1	3	711
20110202	1	3	619
20110203	1	3	24
20110204	1	3	530
20110205	1	3	14
20110206	1	3	369
20110207	1	3	512
20110208	1	3	706
20110209	1	3	373
20110210	1	3	51
20110211	1	3	76
20110212	1	3	559
20110213	1	3	907
20110214	1	3	468
20110215	1	3	94
20110216	1	3	52
20110217	1	3	841
20110218	1	3	304
20110219	1	3	951
20110220	1	3	650
20110221	1	3	694
20110222	1	3	624
20110223	1	3	295
20110224	1	3	164
20110225	1	3	772
20110226	1	3	90
20110227	1	3	317
20110228	1	3	604
20110301	1	3	667
20110302	1	3	145
20110303	1	3	322
20110304	1	3	522
20110305	1	3	688
20110306	1	3	377
20110307	1	3	378
20110308	1	3	408
20110309	1	3	719
20110310	1	3	764
20110311	1	3	973
20110312	1	3	997
20110313	1	3	656
20110314	1	3	512
20110315	1	3	608
20110316	1	3	263
20110317	1	3	610
20110318	1	3	331
20110319	1	3	527
20110320	1	3	855
20110321	1	3	112
20110322	1	3	958
20110323	1	3	934
20110324	1	3	875
20110325	1	3	802
20110326	1	3	531
20110327	1	3	295
20110328	1	3	753
20110329	1	3	755
20110330	1	3	405
20110331	1	3	894
20110401	1	3	882
20110402	1	3	761
20110403	1	3	824
20110404	1	3	956
20110405	1	3	777
20110406	1	3	611
20110407	1	3	752
20110408	1	3	876
20110409	1	3	201
20110410	1	3	808
20110411	1	3	971
20110412	1	3	696
20110413	1	3	358
20110414	1	3	711
20110415	1	3	700
20110416	1	3	56
20110417	1	3	982
20110418	1	3	831
20110419	1	3	580
20110420	1	3	837
20110421	1	3	379
20110422	1	3	592
20110423	1	3	278
20110424	1	3	359
20110425	1	3	922
20110426	1	3	865
20110427	1	3	403
20110428	1	3	571
20110429	1	3	393
20110430	1	3	44
20110501	1	3	465
20110502	1	3	936
20110503	1	3	350
20110504	1	3	985
20110505	1	3	100
20110506	1	3	672
20110507	1	3	834
20110508	1	3	598
20110509	1	3	738
20110510	1	3	556
20110511	1	3	123
20110512	1	3	178
20110513	1	3	862
20110514	1	3	302
20110515	1	3	649
20110516	1	3	907
20110517	1	3	745
20110518	1	3	38
20110519	1	3	301
20110520	1	3	955
20110521	1	3	942
20110522	1	3	334
20110523	1	3	683
20110524	1	3	159
20110525	1	3	774
20110526	1	3	139
20110527	1	3	825
20110528	1	3	456
20110529	1	3	185
20110530	1	3	128
20110531	1	3	18
20110601	1	3	552
20110602	1	3	436
20110603	1	3	221
20110604	1	3	750
20110605	1	3	242
20110606	1	3	990
20110607	1	3	700
20110608	1	3	794
20110609	1	3	924
20110610	1	3	116
20110611	1	3	283
20110612	1	3	493
20110613	1	3	714
20110614	1	3	650
20110615	1	3	959
20110616	1	3	242
20110617	1	3	793
20110618	1	3	980
20110619	1	3	747
20110620	1	3	102
20110621	1	3	893
20110622	1	3	261
20110623	1	3	908
20110624	1	3	316
20110625	1	3	512
20110626	1	3	381
20110627	1	3	855
20110628	1	3	139
20110629	1	3	474
20110630	1	3	49
20110701	1	3	455
20110702	1	3	734
20110703	1	3	265
20110704	1	3	430
20110705	1	3	691
20110706	1	3	636
20110707	1	3	239
20110708	1	3	517
20110709	1	3	390
20110710	1	3	183
20110711	1	3	416
20110712	1	3	695
20110713	1	3	541
20110714	1	3	380
20110715	1	3	920
20110716	1	3	385
20110717	1	3	789
20110718	1	3	293
20110719	1	3	463
20110720	1	3	820
20110721	1	3	361
20110722	1	3	1
20110723	1	3	766
20110724	1	3	104
20110725	1	3	501
20110726	1	3	475
20110727	1	3	910
20110728	1	3	912
20110729	1	3	598
20110730	1	3	478
20110731	1	3	931
20110801	1	3	28
20110802	1	3	114
20110803	1	3	57
20110804	1	3	904
20110805	1	3	222
20110806	1	3	490
20110807	1	3	592
20110808	1	3	577
20110809	1	3	946
20110810	1	3	708
20110811	1	3	879
20110812	1	3	149
20110813	1	3	652
20110814	1	3	618
20110815	1	3	739
20110816	1	3	369
20110817	1	3	584
20110818	1	3	884
20110819	1	3	612
20110820	1	3	457
20110821	1	3	127
20110822	1	3	835
20110823	1	3	609
20110824	1	3	957
20110825	1	3	106
20110826	1	3	356
20110827	1	3	44
20110828	1	3	738
20110829	1	3	179
20110830	1	3	635
20110831	1	3	347
20110901	1	3	120
20110902	1	3	726
20110903	1	3	491
20110904	1	3	525
20110905	1	3	533
20110906	1	3	488
20110907	1	3	993
20110908	1	3	808
20110909	1	3	762
20110910	1	3	453
20110911	1	3	676
20110912	1	3	670
20110913	1	3	84
20110914	1	3	784
20110915	1	3	379
20110916	1	3	415
20110917	1	3	952
20110918	1	3	273
20110919	1	3	834
20110920	1	3	52
20110921	1	3	394
20110922	1	3	952
20110923	1	3	753
20110924	1	3	77
20110925	1	3	873
20110926	1	3	724
20110927	1	3	936
20110928	1	3	376
20110929	1	3	276
20110930	1	3	599
20111001	1	3	29
20111002	1	3	735
20111003	1	3	547
20111004	1	3	584
20111005	1	3	937
20111006	1	3	221
20111007	1	3	888
20111008	1	3	894
20111009	1	3	408
20111010	1	3	66
20111011	1	3	607
20111012	1	3	319
20111013	1	3	646
20111014	1	3	233
20111015	1	3	357
20111016	1	3	411
20111017	1	3	472
20111018	1	3	960
20111019	1	3	287
20111020	1	3	564
20111021	1	3	507
20111022	1	3	568
20111023	1	3	850
20111024	1	3	127
20111025	1	3	567
20111026	1	3	435
20111027	1	3	217
20111028	1	3	556
20111029	1	3	22
20111030	1	3	200
20111031	1	3	476
20111101	1	3	872
20111102	1	3	724
20111103	1	3	136
20111104	1	3	849
20111105	1	3	820
20111106	1	3	291
20111107	1	3	320
20111108	1	3	264
20111109	1	3	831
20111110	1	3	951
20111111	1	3	394
20111112	1	3	299
20111113	1	3	341
20111114	1	3	540
20111115	1	3	618
20111116	1	3	192
20111117	1	3	593
20111118	1	3	633
20111119	1	3	498
20111120	1	3	697
20111121	1	3	996
20111122	1	3	922
20111123	1	3	592
20111124	1	3	244
20111125	1	3	598
20111126	1	3	326
20111127	1	3	219
20111128	1	3	55
20111129	1	3	365
20111130	1	3	748
20111201	1	3	975
20111202	1	3	334
20111203	1	3	306
20111204	1	3	187
20111205	1	3	770
20111206	1	3	157
20111207	1	3	772
20111208	1	3	58
20111209	1	3	979
20111210	1	3	383
20111211	1	3	700
20111212	1	3	530
20111213	1	3	630
20111214	1	3	115
20111215	1	3	256
20111216	1	3	888
20111217	1	3	973
20111218	1	3	406
20111219	1	3	797
20111220	1	3	359
20111221	1	3	703
20111222	1	3	104
20111223	1	3	348
20111224	1	3	880
20111225	1	3	868
20111226	1	3	213
20111227	1	3	275
20111228	1	3	498
20111229	1	3	907
20111230	1	3	489
20111231	1	3	131
20120101	1	3	752
20120102	1	3	136
20120103	1	3	259
20120104	1	3	306
20120105	1	3	616
20120106	1	3	789
20120107	1	3	873
20120108	1	3	364
20120109	1	3	713
20120110	1	3	39
20120111	1	3	501
20120112	1	3	882
20120113	1	3	262
20120114	1	3	805
20120115	1	3	420
20120116	1	3	331
20120117	1	3	375
20120118	1	3	40
20120119	1	3	138
20120120	1	3	711
20120121	1	3	787
20120122	1	3	421
20120123	1	3	998
20120124	1	3	286
20120125	1	3	174
20120126	1	3	282
20120127	1	3	72
20120128	1	3	28
20120129	1	3	763
20120130	1	3	424
20120131	1	3	833
20120201	1	3	617
20120202	1	3	62
20120203	1	3	641
20120204	1	3	211
20120205	1	3	666
20120206	1	3	592
20120207	1	3	543
20120208	1	3	252
20120209	1	3	929
20120210	1	3	463
20120211	1	3	555
20120212	1	3	962
20120213	1	3	117
20120214	1	3	342
20120215	1	3	713
20120216	1	3	347
20120217	1	3	771
20120218	1	3	553
20120219	1	3	486
20120220	1	3	161
20120221	1	3	47
20120222	1	3	628
20120223	1	3	406
20120224	1	3	165
20120225	1	3	869
20120226	1	3	648
20120227	1	3	960
20120228	1	3	136
20120229	1	3	111
20120301	1	3	232
20120302	1	3	481
20120303	1	3	267
20120304	1	3	744
20120305	1	3	983
20120306	1	3	257
20120307	1	3	731
20120308	1	3	616
20120309	1	3	122
20120310	1	3	934
20120311	1	3	286
20120312	1	3	369
20120313	1	3	4
20120314	1	3	155
20120315	1	3	5
20120316	1	3	941
20120317	1	3	93
20120318	1	3	659
20120319	1	3	122
20120320	1	3	305
20120321	1	3	866
20120322	1	3	854
20120323	1	3	691
20120324	1	3	576
20120325	1	3	974
20120326	1	3	833
20120327	1	3	429
20120328	1	3	125
20120329	1	3	96
20120330	1	3	29
20120331	1	3	482
20120401	1	3	337
20120402	1	3	233
20120403	1	3	122
20120404	1	3	314
20120405	1	3	472
20120406	1	3	721
20120407	1	3	359
20120408	1	3	635
20120409	1	3	962
20120410	1	3	557
20120411	1	3	439
20120412	1	3	480
20120413	1	3	141
20120414	1	3	474
20120415	1	3	634
20120416	1	3	836
20120417	1	3	2
20120418	1	3	393
20120419	1	3	478
20120420	1	3	513
20120421	1	3	973
20120422	1	3	831
20120423	1	3	68
20120424	1	3	551
20120425	1	3	947
20120426	1	3	394
20120427	1	3	636
20120428	1	3	431
20120429	1	3	35
20120430	1	3	122
20120501	1	3	573
20120502	1	3	594
20120503	1	3	535
20120504	1	3	835
20120505	1	3	941
20120506	1	3	515
20120507	1	3	96
20120508	1	3	335
20120509	1	3	652
20120510	1	3	170
20120511	1	3	808
20120512	1	3	36
20120513	1	3	931
20120514	1	3	429
20120515	1	3	648
20120516	1	3	831
20120517	1	3	308
20120518	1	3	282
20120519	1	3	636
20120520	1	3	913
20120521	1	3	795
20120522	1	3	372
20120523	1	3	583
20120524	1	3	128
20120525	1	3	554
20120526	1	3	303
20120527	1	3	932
20120528	1	3	634
20120529	1	3	73
20120530	1	3	140
20120531	1	3	654
20120601	1	3	966
20120602	1	3	408
20120603	1	3	599
20120604	1	3	980
20120605	1	3	346
20120606	1	3	143
20120607	1	3	201
20120608	1	3	327
20120609	1	3	602
20120610	1	3	992
20120611	1	3	895
20120612	1	3	490
20120613	1	3	619
20120614	1	3	524
20120615	1	3	831
20120616	1	3	379
20120617	1	3	411
20120618	1	3	669
20120619	1	3	885
20120620	1	3	909
20120621	1	3	600
20120622	1	3	914
20120623	1	3	565
20120624	1	3	58
20120625	1	3	386
20120626	1	3	58
20120627	1	3	673
20120628	1	3	3
20120629	1	3	435
20120630	1	3	715
20120701	1	3	988
20120702	1	3	83
20120703	1	3	729
20120704	1	3	970
20120705	1	3	225
20120706	1	3	991
20120707	1	3	270
20120708	1	3	887
20120709	1	3	695
20120710	1	3	830
20120711	1	3	286
20120712	1	3	435
20120713	1	3	655
20120714	1	3	319
20120715	1	3	275
20120716	1	3	529
20120717	1	3	545
20120718	1	3	762
20120719	1	3	858
20120720	1	3	593
20120721	1	3	837
20120722	1	3	442
20120723	1	3	951
20120724	1	3	518
20120725	1	3	686
20120726	1	3	369
20120727	1	3	206
20120728	1	3	650
20120729	1	3	820
20120730	1	3	21
20120731	1	3	306
20120801	1	3	818
20120802	1	3	954
20120803	1	3	273
20120804	1	3	97
20120805	1	3	57
20120806	1	3	755
20120807	1	3	472
20120808	1	3	984
20120809	1	3	464
20120810	1	3	822
20120811	1	3	285
20120812	1	3	612
20120813	1	3	279
20120814	1	3	779
20120815	1	3	238
20120816	1	3	856
20120817	1	3	448
20120818	1	3	728
20120819	1	3	162
20120820	1	3	970
20120821	1	3	787
20120822	1	3	319
20120823	1	3	173
20120824	1	3	206
20120825	1	3	569
20120826	1	3	14
20120827	1	3	852
20120828	1	3	738
20120829	1	3	138
20120830	1	3	374
20120831	1	3	519
20120901	1	3	685
20120902	1	3	434
20120903	1	3	470
20120904	1	3	496
20120905	1	3	709
20120906	1	3	353
20120907	1	3	296
20120908	1	3	132
20120909	1	3	230
20120910	1	3	991
20120911	1	3	815
20120912	1	3	655
20120913	1	3	121
20120914	1	3	544
20120915	1	3	108
20120916	1	3	342
20120917	1	3	175
20120918	1	3	738
20120919	1	3	574
20120920	1	3	828
20120921	1	3	319
20120922	1	3	415
20120923	1	3	474
20120924	1	3	390
20120925	1	3	530
20120926	1	3	957
20120927	1	3	972
20120928	1	3	759
20120929	1	3	413
20120930	1	3	892
20121001	1	3	346
20121002	1	3	547
20121003	1	3	537
20121004	1	3	424
20121005	1	3	148
20121006	1	3	566
20121007	1	3	906
20121008	1	3	431
20121009	1	3	842
20121010	1	3	215
20121011	1	3	790
20121012	1	3	422
20121013	1	3	454
20121014	1	3	24
20121015	1	3	889
20121016	1	3	692
20121017	1	3	390
20121018	1	3	5
20121019	1	3	100
20121020	1	3	830
20121021	1	3	147
20121022	1	3	389
20121023	1	3	782
20121024	1	3	326
20121025	1	3	341
20121026	1	3	836
20121027	1	3	526
20121028	1	3	473
20121029	1	3	66
20121030	1	3	8
20121031	1	3	885
20121101	1	3	942
20121102	1	3	712
20121103	1	3	215
20121104	1	3	707
20121105	1	3	989
20121106	1	3	385
20121107	1	3	176
20121108	1	3	192
20121109	1	3	258
20121110	1	3	99
20121111	1	3	791
20121112	1	3	69
20121113	1	3	786
20121114	1	3	460
20121115	1	3	830
20121116	1	3	172
20121117	1	3	873
20121118	1	3	444
20121119	1	3	701
20121120	1	3	389
20121121	1	3	825
20121122	1	3	212
20121123	1	3	245
20121124	1	3	6
20121125	1	3	337
20121126	1	3	271
20121127	1	3	852
20121128	1	3	418
20121129	1	3	989
